"","trimestre","alcance","sexo","desocupados","activos","ocupados","edad_activ","desocupados_ampliado","activos_ampliado","desocupacion","participacion","ocupacion","desocupacion_ampliada"
"95",2011-05-01,"Atacama",1,3340.97501390347,86222.3936204473,82881.4186065439,111479,9818.16219040431,92699.5807969482,3.9,77.3,74.3,10.6
"96",2011-05-01,"Atacama",2,2586.19047417175,48774.1817247626,46187.9912505909,109161,16295.6752894783,62483.6665400691,5.3,44.7,42.3,26.1
"97",2010-02-01,"Coquimbo",1,16222.8110814431,200457.092775813,184234.28169437,268144,28044.3870787203,212278.668773091,8.1,74.8,68.7,13.2
"98",2010-02-01,"Coquimbo",2,12020.289819992,123971.615821002,111951.32600101,282912,33857.2019205846,145808.527921595,9.7,43.8,39.6,23.2
"99",2010-03-01,"Coquimbo",1,16335.7218326649,199572.281015052,183236.559182387,268563,28319.7038198371,211556.263002224,8.2,74.3,68.2,13.4
"100",2010-03-01,"Coquimbo",2,12298.049020911,128662.563943887,116364.514922976,283396,34495.9274244678,150860.442347443,9.6,45.4,41.1,22.9
"101",2010-04-01,"Coquimbo",1,16680.7292766887,197253.085732036,180572.356455348,269009,29975.8490894757,210548.205544823,8.5,73.3,67.1,14.2
"102",2010-04-01,"Coquimbo",2,12328.2808074938,133462.669899593,121134.3890921,283904,34400.6039165215,155534.993008621,9.2,47,42.7,22.1
"103",2010-05-01,"Coquimbo",1,16177.0219176925,197741.055471649,181564.033553956,269452,32181.9883514336,213746.02190539,8.2,73.4,67.4,15.1
"104",2010-05-01,"Coquimbo",2,12387.809225097,134017.102502765,121629.293277669,284381,35123.9409088329,156753.234186501,9.2,47.1,42.8,22.4
"105",2010-06-01,"Coquimbo",1,16968.5318622351,200791.555211644,183823.023349409,269881,33065.5028896649,216888.526239074,8.5,74.4,68.1,15.2
"106",2010-06-01,"Coquimbo",2,12085.0044866958,134143.961841955,122058.95735526,284892,34578.6978916932,156637.655246953,9,47.1,42.8,22.1
"107",2010-07-01,"Coquimbo",1,15322.4579984291,201590.035598338,186267.577599909,270347,29863.9805725984,216131.558172507,7.6,74.6,68.9,13.8
"108",2010-07-01,"Coquimbo",2,12774.5393179545,133114.470136471,120339.930818516,285374,35099.7104257105,155439.641244227,9.6,46.6,42.2,22.6
"109",2010-08-01,"Coquimbo",1,13750.9127379835,201831.336089218,188080.423351235,270785,27675.8551075739,215756.278458809,6.8,74.5,69.5,12.8
"110",2010-08-01,"Coquimbo",2,11937.1712656293,132357.536316954,120420.365051325,285874,33496.8921829457,153917.25723427,9,46.3,42.1,21.8
"111",2010-09-01,"Coquimbo",1,13959.2566005383,200760.009124296,186800.752523758,271223,29868.8689861899,216669.621509948,7,74,68.9,13.8
"112",2010-09-01,"Coquimbo",2,11656.7039648875,132132.969226889,120476.265262001,286371,37650.8102853152,158127.075547316,8.8,46.1,42.1,23.8
"113",2010-10-01,"Coquimbo",1,11796.2296131318,199439.411605682,187643.18199255,271658,27510.9260423869,215154.108034937,5.9,73.4,69.1,12.8
"114",2010-10-01,"Coquimbo",2,10675.3809976978,131545.260843661,120869.879845964,286867,37974.6024122365,158844.4822582,8.1,45.9,42.1,23.9
"115",2010-11-01,"Coquimbo",1,10991.6574251236,201636.396529236,190644.739104113,272103,24491.7755559878,215136.514660101,5.5,74.1,70.1,11.4
"116",2010-11-01,"Coquimbo",2,9633.82595057217,129101.617103188,119467.791152615,287332,36492.9020637454,155960.693216361,7.5,44.9,41.6,23.4
"117",2010-12-01,"Coquimbo",1,9999.90971917996,204740.568248335,194740.658529155,272550,21558.9751230973,216299.633652252,4.9,75.1,71.5,10
"118",2010-12-01,"Coquimbo",2,8998.44158315247,130910.817671986,121912.376088834,287828,33549.2284914276,155461.604580262,6.9,45.5,42.4,21.6
"119",2011-01-01,"Coquimbo",1,12418.479236911,209839.180518394,197420.701281483,273000,23241.9541491697,220662.655430652,5.9,76.9,72.3,10.5
"120",2011-01-01,"Coquimbo",2,9074.09060902559,136086.213979716,127012.12337069,288311,33584.5933454864,160596.716716177,6.7,47.2,44.1,20.9
"121",2011-02-01,"Coquimbo",1,13452.7958756523,211607.639361077,198154.843485424,273443,25239.0789227729,223393.922408197,6.4,77.4,72.5,11.3
"122",2011-02-01,"Coquimbo",2,10243.2412843444,139279.246723638,129036.005439293,288821,38308.7523027294,167344.757742023,7.4,48.2,44.7,22.9
"123",2011-03-01,"Coquimbo",1,11747.7275182534,209277.963248336,197530.235730083,273883,22789.5981337821,220319.833863865,5.6,76.4,72.1,10.3
"124",2011-03-01,"Coquimbo",2,12432.8655560794,138209.799104389,125776.933548309,289302,36328.7638788402,162105.69742715,9,47.8,43.5,22.4
"125",2011-04-01,"Coquimbo",1,8987.16524941781,208565.543266262,199578.378016844,274334,19996.0630131482,219574.441029992,4.3,76,72.8,9.1
"126",2011-04-01,"Coquimbo",2,13542.9840191127,136912.677646503,123369.693627391,289791,34700.1904286785,158069.884056069,9.9,47.2,42.6,22
"127",2011-05-01,"Coquimbo",1,8320.0000345377,206130.513788983,197810.513754445,274767,19152.0749551148,216962.58870956,4,75,72,8.8
"128",2011-05-01,"Coquimbo",2,12351.5886236778,136796.097747043,124444.509123365,290278,31067.619261449,155512.128384814,9,47.1,42.9,20
"129",2010-02-01,"Valparaíso",1,39065.5580168038,505709.328795703,466643.770778899,672291,65440.7898582302,532084.56063713,7.7,75.2,69.4,12.3
"130",2010-02-01,"Valparaíso",2,43083.0659499958,352430.741141502,309347.675191506,719971,102500.320940112,411847.996131618,12.2,49,43,24.9
"131",2010-03-01,"Valparaíso",1,38391.1461433459,503813.149007435,465422.002864089,673162,63523.4413829898,528945.444247079,7.6,74.8,69.1,12
"132",2010-03-01,"Valparaíso",2,41913.8922324606,345914.927978146,304001.035745686,720849,102041.290248313,406042.325993998,12.1,48,42.2,25.1
"133",2010-04-01,"Valparaíso",1,37187.1219349305,504809.16938831,467622.047453379,674064,59700.5943674012,527322.64182078,7.4,74.9,69.4,11.3
"134",2010-04-01,"Valparaíso",2,37324.6502347403,341473.10727413,304148.457039389,721795,92539.0048282947,396687.461867684,10.9,47.3,42.1,23.3
"135",2010-05-01,"Valparaíso",1,34816.3104698929,498861.808315353,464045.49784546,674911,61216.214541346,525261.712386806,7,73.9,68.8,11.7
"136",2010-05-01,"Valparaíso",2,36666.906886921,343759.767884589,307092.860997668,722689,92794.1856596168,399887.046657285,10.7,47.6,42.5,23.2
"137",2010-06-01,"Valparaíso",1,36154.0501999452,498940.088856085,462786.03865614,675844,66510.9220553059,529296.960711446,7.2,73.8,68.5,12.6
"138",2010-06-01,"Valparaíso",2,36556.5252458442,349031.29465141,312474.769405566,723644,91943.3320271517,404418.101432718,10.5,48.2,43.2,22.7
"139",2010-07-01,"Valparaíso",1,35195.3377602279,495488.195523568,460292.85776334,676705,65111.4867824599,525404.3445458,7.1,73.2,68,12.4
"140",2010-07-01,"Valparaíso",2,40268.200187212,346271.187094181,306002.986906969,724562,98939.0145672411,404942.00147421,11.6,47.8,42.2,24.4
"141",2010-08-01,"Valparaíso",1,35446.2435490395,496395.266023,460949.022473961,677609,62835.4709864835,523784.493460444,7.1,73.3,68,12
"142",2010-08-01,"Valparaíso",2,38554.0813587348,349467.829602583,310913.748243848,725505,95808.6622722035,406722.410516051,11,48.2,42.9,23.6
"143",2010-09-01,"Valparaíso",1,32343.695388224,496251.593059009,463907.897670785,678469,62715.2296456888,526623.127316473,6.5,73.1,68.4,11.9
"144",2010-09-01,"Valparaíso",2,37925.0134779685,352483.043758034,314558.030280066,726386,102346.964636673,416904.994916739,10.8,48.5,43.3,24.5
"145",2010-10-01,"Valparaíso",1,30985.1923852495,488609.443297257,457624.250912007,679350,73158.4959719137,530782.746883921,6.3,71.9,67.4,13.8
"146",2010-10-01,"Valparaíso",2,33656.5077780571,356715.445660165,323058.937882108,727324,101379.206075358,424438.143957466,9.4,49,44.4,23.9
"147",2010-11-01,"Valparaíso",1,30438.1892227693,493368.646100494,462930.456877725,680212,74510.7522562277,537441.209133952,6.2,72.5,68.1,13.9
"148",2010-11-01,"Valparaíso",2,34738.935560854,355594.540900446,320855.605339592,728199,107584.069853645,428439.675193237,9.8,48.8,44.1,25.1
"149",2010-12-01,"Valparaíso",1,34395.4814162172,500218.896715738,465823.41529952,681108,76653.4930041329,542476.908303653,6.9,73.4,68.4,14.1
"150",2010-12-01,"Valparaíso",2,36767.9454823465,362130.327174713,325362.381692366,729129,112132.887202181,437495.268894547,10.2,49.7,44.6,25.6
"151",2011-01-01,"Valparaíso",1,37399.2338125688,509744.14318135,472344.909368781,681941,76635.0302628545,548979.939631636,7.3,74.7,69.3,14
"152",2011-01-01,"Valparaíso",2,35715.3384049331,361067.305029643,325351.96662471,730040,118538.161865287,443890.128489997,9.9,49.5,44.6,26.7
"153",2011-02-01,"Valparaíso",1,36160.4771760278,513598.831056767,477438.353880739,682849,73541.8222943356,550980.176175074,7,75.2,69.9,13.3
"154",2011-02-01,"Valparaíso",2,33941.5663552498,365408.545790761,331466.979435512,730972,112129.787888576,443596.767324088,9.3,50,45.3,25.3
"155",2011-03-01,"Valparaíso",1,33219.8905881887,508797.038508174,475577.147919986,683707,70802.9135962353,546380.061516221,6.5,74.4,69.6,13
"156",2011-03-01,"Valparaíso",2,34525.2840222139,363205.539896402,328680.255874188,731830,114434.741566096,443114.997440284,9.5,49.6,44.9,25.8
"157",2011-04-01,"Valparaíso",1,27203.9780685905,494698.971246656,467494.993178066,684597,66601.4378354383,534096.431013504,5.5,72.3,68.3,12.5
"158",2011-04-01,"Valparaíso",2,37215.4264641259,360549.784547509,323334.358083383,732780,109770.066819821,433104.424903204,10.3,49.2,44.1,25.3
"159",2011-05-01,"Valparaíso",1,27079.9355641443,495685.733382477,468605.797818332,685468,67323.8161380947,535929.613956427,5.5,72.3,68.4,12.6
"160",2011-05-01,"Valparaíso",2,37466.6246352658,356759.847941648,319293.223306382,733667,113742.586338102,433035.809644484,10.5,48.6,43.5,26.3
"161",2010-02-01,"O'Higgins",1,12417.6005536183,258676.010537404,246258.409983786,341553,26531.6765040293,272790.086487815,4.8,75.7,72.1,9.7
"162",2010-02-01,"O'Higgins",2,13585.7488469802,157954.82184064,144369.07299366,344744,45142.7542335394,189511.8272272,8.6,45.8,41.9,23.8
"163",2010-03-01,"O'Higgins",1,12329.9555623867,256892.325831857,244562.37026947,341972,25765.886851906,270328.257121376,4.8,75.1,71.5,9.5
"164",2010-03-01,"O'Higgins",2,11735.9142520977,156047.787902248,144311.87365015,345216,42700.3802459405,187012.253896091,7.5,45.2,41.8,22.8
"165",2010-04-01,"O'Higgins",1,10581.1341996541,252669.90739427,242088.773194616,342429,20490.4078042738,262579.18099889,4.2,73.8,70.7,7.8
"166",2010-04-01,"O'Higgins",2,9722.04066320305,154790.116649222,145068.075986019,345727,41938.3052273694,187006.381213388,6.3,44.8,42,22.4
"167",2010-05-01,"O'Higgins",1,9968.84917717458,250104.320799576,240135.471622401,342915,21872.0092232711,262007.480845672,4,72.9,70,8.3
"168",2010-05-01,"O'Higgins",2,11008.917802421,157293.654288355,146284.736485934,346131,42179.1861988509,188463.922684785,7,45.4,42.3,22.4
"169",2010-06-01,"O'Higgins",1,13219.3241699983,248567.63020819,235348.306038191,343388,27350.5482462444,262698.854284436,5.3,72.4,68.5,10.4
"170",2010-06-01,"O'Higgins",2,12666.2084667158,156034.774437427,143368.565970711,346651,48730.7011946567,192099.267165368,8.1,45,41.4,25.4
"171",2010-07-01,"O'Higgins",1,17245.2870963087,248323.553920094,231078.266823785,343832,33603.408377559,264681.675201344,6.9,72.2,67.2,12.7
"172",2010-07-01,"O'Higgins",2,12796.4362267702,153093.489403892,140297.053177122,347114,49308.6798882367,189605.733065359,8.4,44.1,40.4,26
"173",2010-08-01,"O'Higgins",1,16789.304856145,248500.413426725,231711.10857058,344300,32485.7118322898,264196.82040287,6.8,72.2,67.3,12.3
"174",2010-08-01,"O'Higgins",2,10952.7688945583,151233.330389734,140280.561495175,347578,45914.8352148086,186195.396709984,7.2,43.5,40.4,24.7
"175",2010-09-01,"O'Higgins",1,15479.1679322986,244398.13835329,228918.970420991,344730,34702.7028336665,263621.673254658,6.3,70.9,66.4,13.2
"176",2010-09-01,"O'Higgins",2,13932.9595326674,149433.266234608,135500.306701941,348097,47127.296746765,182627.603448706,9.3,42.9,38.9,25.8
"177",2010-10-01,"O'Higgins",1,12041.4164303268,247240.011320136,235198.59488981,345189,30686.5514220228,265885.146311832,4.9,71.6,68.1,11.5
"178",2010-10-01,"O'Higgins",2,11964.0336351915,147780.850179831,135816.816544639,348575,44154.7036250475,179971.520169687,8.1,42.4,39,24.5
"179",2010-11-01,"O'Higgins",1,10416.6625624054,252998.811451512,242582.148889106,345659,27561.8245884108,270143.973477517,4.1,73.2,70.2,10.2
"180",2010-11-01,"O'Higgins",2,14411.9380203045,155616.357186469,141204.419166164,349015,43851.1812114315,185055.600377596,9.3,44.6,40.5,23.7
"181",2010-12-01,"O'Higgins",1,8112.94712127266,258001.527266716,249888.580145443,346109,21000.3020831154,270888.882228558,3.1,74.5,72.2,7.8
"182",2010-12-01,"O'Higgins",2,11477.3526691448,161342.170149124,149864.817479979,349507,37831.6606405737,187696.478120553,7.1,46.2,42.9,20.2
"183",2011-01-01,"O'Higgins",1,7729.2646395962,259656.58090924,251927.316269644,346588,19563.1523007266,271490.468570371,3,74.9,72.7,7.2
"184",2011-01-01,"O'Higgins",2,11744.3278017365,162275.862564907,150531.534763171,349983,33859.4170478504,184390.951811021,7.2,46.4,43,18.4
"185",2011-02-01,"O'Higgins",1,10589.2773949679,257141.870879237,246552.593484269,347068,24816.4674141333,271369.060898402,4.1,74.1,71,9.1
"186",2011-02-01,"O'Higgins",2,9135.31939344107,158991.427093507,149856.107700066,350458,37429.4111525407,187285.518852606,5.7,45.4,42.8,20
"187",2011-03-01,"O'Higgins",1,11223.2768666942,256373.433014186,245150.156147492,347487,26100.1231169608,271250.279264452,4.4,73.8,70.5,9.6
"188",2011-03-01,"O'Higgins",2,8599.87543217748,161655.197558021,153055.322125843,350970,41892.0542443999,194947.376370243,5.3,46.1,43.6,21.5
"189",2011-04-01,"O'Higgins",1,14203.2555551886,259643.144981525,245439.889426336,347960,29365.9485967527,274805.838023089,5.5,74.6,70.5,10.7
"190",2011-04-01,"O'Higgins",2,10422.3245704191,164626.153242005,154203.828671586,351403,46943.7279723389,201147.556643925,6.3,46.8,43.9,23.3
"191",2011-05-01,"O'Higgins",1,13760.1004768017,260216.292149481,246456.191672679,348421,28538.1447133402,274994.33638602,5.3,74.7,70.7,10.4
"192",2011-05-01,"O'Higgins",2,10243.6165183386,168866.199264623,158622.582746284,351867,44584.9452732765,203207.528019561,6.1,48,45.1,21.9
"193",2010-02-01,"Maule",1,16609.0358522911,286941.925496377,270332.889644086,389470,45381.3482216144,315714.237865701,5.8,73.7,69.4,14.4
"194",2010-02-01,"Maule",2,12816.1602274762,180949.381587073,168133.221359596,405441,73375.3613833727,241508.582742969,7.1,44.6,41.5,30.4
"195",2010-03-01,"Maule",1,14383.9483596122,290139.337703998,275755.389344386,389906,38835.7890308891,314591.178375275,5,74.4,70.7,12.3
"196",2010-03-01,"Maule",2,13064.030927399,180478.606485998,167414.575558599,405983,67280.5798965387,234695.155455138,7.2,44.5,41.2,28.7
"197",2010-04-01,"Maule",1,14670.4446972635,291799.605028579,277129.160331315,390373,36610.6433785814,313739.803709897,5,74.7,71,11.7
"198",2010-04-01,"Maule",2,13568.3201929315,183347.005974035,169778.685781103,406521,64508.1658846224,234286.851665726,7.4,45.1,41.8,27.5
"199",2010-05-01,"Maule",1,16773.6681118198,284396.439390923,267622.771279103,390823,41655.1694257854,309277.940704888,5.9,72.8,68.5,13.5
"200",2010-05-01,"Maule",2,14391.3412755417,177558.917646414,163167.576370872,407034,64498.4200087886,227665.996379661,8.1,43.6,40.1,28.3
"201",2010-06-01,"Maule",1,20000.4289561291,279271.642893027,259271.213936898,391293,50491.3304688509,309762.544405749,7.2,71.4,66.3,16.3
"202",2010-06-01,"Maule",2,15188.7501818027,169149.357485758,153960.607303955,407582,70137.9706689318,224098.577972887,9,41.5,37.8,31.3
"203",2010-07-01,"Maule",1,20454.727763435,278345.87542552,257891.147662086,391755,54941.3959401264,312832.543602212,7.3,71.1,65.8,17.6
"204",2010-07-01,"Maule",2,16859.7358152814,162630.05526677,145770.319451489,408116,75136.6141812416,220906.93363273,10.4,39.8,35.7,34
"205",2010-08-01,"Maule",1,19014.1608805351,278175.35758267,259161.196702135,392231,54631.4177854153,313792.61448755,6.8,70.9,66.1,17.4
"206",2010-08-01,"Maule",2,16943.7545627666,164695.872991574,147752.118428807,408670,79510.677788886,227262.796217693,10.3,40.3,36.2,35
"207",2010-09-01,"Maule",1,18838.0862198135,282531.545967141,263693.459747327,392677,54349.7301678247,318043.189915152,6.7,72,67.2,17.1
"208",2010-09-01,"Maule",2,17651.7352330969,167043.823209501,149392.087976404,409218,84637.4188101824,234029.506786586,10.6,40.8,36.5,36.2
"209",2010-10-01,"Maule",1,17987.0523549946,281245.079646692,263258.027291697,393153,52494.2127299672,315752.240021664,6.4,71.5,67,16.6
"210",2010-10-01,"Maule",2,18800.1919053852,170793.451012391,151993.259107005,409746,84591.4838712867,236584.742978292,11,41.7,37.1,35.8
"211",2010-11-01,"Maule",1,14436.3115766854,286507.080014226,272070.76843754,393580,44685.2032449557,316755.971682496,5,72.8,69.1,14.1
"212",2010-11-01,"Maule",2,17219.3464838938,173665.616682482,156446.270198589,410251,79356.7850004366,235803.055199025,9.9,42.3,38.1,33.7
"213",2010-12-01,"Maule",1,12275.7343138928,290563.759592384,278288.025278491,394051,40486.3644737479,318774.389752239,4.2,73.7,70.6,12.7
"214",2010-12-01,"Maule",2,16294.9433392641,182701.904400544,166406.961061279,410823,68181.9449485011,234588.906009781,8.9,44.5,40.5,29.1
"215",2011-01-01,"Maule",1,11810.3693858721,300618.132997953,288807.763612081,394477,37018.8540798577,325826.617691938,3.9,76.2,73.2,11.4
"216",2011-01-01,"Maule",2,16474.0169271495,187172.372653736,170698.355726586,411340,67122.6974502422,237821.053176828,8.8,45.5,41.5,28.2
"217",2011-02-01,"Maule",1,13589.8251220097,300900.740623309,287310.915501299,394954,41997.8542249218,329308.769726221,4.5,76.2,72.7,12.8
"218",2011-02-01,"Maule",2,16409.9194249885,189634.839823363,173224.920398374,411863,69429.8933409544,242654.813739329,8.7,46,42.1,28.6
"219",2011-03-01,"Maule",1,12016.4235688489,294814.838045731,282798.414476883,395403,40601.0573107454,323399.471787628,4.1,74.6,71.5,12.6
"220",2011-03-01,"Maule",2,18264.3231208548,184623.729872331,166359.406751476,412396,74215.1495852005,240574.556336677,9.9,44.8,40.3,30.8
"221",2011-04-01,"Maule",1,12032.3644295185,287059.816374111,275027.451944593,395875,41300.8585600646,316328.310504657,4.2,72.5,69.5,13.1
"222",2011-04-01,"Maule",2,17921.4451926437,185160.324887607,167238.879694964,412939,71473.0946653709,238711.974360335,9.7,44.8,40.5,29.9
"223",2011-05-01,"Maule",1,13792.3808155879,282713.512639283,268921.131823695,396294,42741.2075352495,311662.339358944,4.9,71.3,67.9,13.7
"224",2011-05-01,"Maule",2,18186.0234695678,178700.490654198,160514.46718463,413442,74262.4510821332,234776.918266764,10.2,43.2,38.8,31.6
"225",2010-02-01,"Biobío",1,31064.5086071553,430791.374542433,399726.865935277,593967,77878.0097700445,477604.875705322,7.2,72.5,67.3,16.3
"226",2010-02-01,"Biobío",2,33278.7240242905,280147.034325196,246868.310300905,634038,130682.561933012,377550.872233917,11.9,44.2,38.9,34.6
"227",2010-03-01,"Biobío",1,30749.317286955,430830.956773259,400081.639486304,594544,68565.7807261861,468647.42021249,7.1,72.5,67.3,14.6
"228",2010-03-01,"Biobío",2,30725.7263225587,277709.011684166,246983.285361607,634675,121387.785417034,368371.070778641,11.1,43.8,38.9,33
"229",2010-04-01,"Biobío",1,27830.4178061341,426531.769945413,398701.352139279,595153,62652.3505792798,461353.702718558,6.5,71.7,67,13.6
"230",2010-04-01,"Biobío",2,30556.2394953923,279607.579785791,249051.340290399,635338,111222.220118155,360273.560408553,10.9,44,39.2,30.9
"231",2010-05-01,"Biobío",1,28202.9426735133,425429.667047233,397226.724373719,595696,64466.2996602344,461693.024033954,6.6,71.4,66.7,14
"232",2010-05-01,"Biobío",2,28953.8286004995,292799.051391734,263845.222791235,635981,106685.208038154,370530.430829389,9.9,46,41.5,28.8
"233",2010-06-01,"Biobío",1,26821.4649792199,428674.829939442,401853.364960222,596301,67499.8265783551,469353.191538577,6.3,71.9,67.4,14.4
"234",2010-06-01,"Biobío",2,32705.0966707069,295662.54598451,262957.449313803,636645,109440.410543912,372397.859857715,11.1,46.4,41.3,29.4
"235",2010-07-01,"Biobío",1,31676.8228235283,430613.237803572,398936.414980044,596859,72191.6028265223,471128.017806566,7.4,72.1,66.8,15.3
"236",2010-07-01,"Biobío",2,30034.1420621261,289821.826935741,259787.684873615,637241,109085.249445161,368872.934318776,10.4,45.5,40.8,29.6
"237",2010-08-01,"Biobío",1,32703.7620496744,423996.682777838,391292.920728163,597422,76223.3618309529,467516.282559116,7.7,71,65.5,16.3
"238",2010-08-01,"Biobío",2,30268.8984021981,283546.150930739,253277.252528541,637881,107043.568835735,360320.821364275,10.7,44.5,39.7,29.7
